;Name;n;m;directed;dmax;davg;download_link
1138;Wikipedia links (hi);172547;8183314;True;57852;94.8532;http://konect.cc/files/download.tsv.wikipedia_link_hi.tar.bz2
1139;Berkeley/Stanford;685230;7600595;True;84290;22.1841;http://konect.cc/files/download.tsv.web-BerkStan.tar.bz2
1140;Dogster;426820;8546581;False;46504;40.0477;http://konect.cc/files/download.tsv.petster-friendships-dog.tar.bz2
1141;Wikipedia links (sl);228316;8187935;True;46120;71.7246;http://konect.cc/files/download.tsv.wikipedia_link_sl.tar.bz2
1142;Wikipedia edits (sl);395975;4501672;False;354943;22.7372;http://konect.cc/files/download.tsv.edit-slwiki.tar.bz2
1143;Wikinews edits (en);2766389;4035910;False;2571930;2.91782;http://konect.cc/files/download.tsv.edit-enwikinews.tar.bz2
1144;Great Lakes;2758119;6794808;True;16;4.92713;http://konect.cc/files/download.tsv.dimacs9-LKS.tar.bz2
1145;Wikipedia edits (lt);447325;4564553;False;411072;20.4082;http://konect.cc/files/download.tsv.edit-ltwiki.tar.bz2
1146;Wiktionary edits (es);901301;4467056;False;1297482;9.91246;http://konect.cc/files/download.tsv.edit-eswiktionary.tar.bz2
1147;Flickr;499610;8545307;False;34989;34.2079;http://konect.cc/files/download.tsv.flickr-groupmemberships.tar.bz2
1148;Wikipedia edits (simple);494139;4581775;False;184076;18.5445;http://konect.cc/files/download.tsv.edit-simplewiki.tar.bz2
1149;Wikipedia talk (fr);1420367;4641928;True;1096752;6.53624;http://konect.cc/files/download.tsv.wiki_talk_fr.tar.bz2
1150;Flixster;2523386;7918801;False;1474;6.27633;http://konect.cc/files/download.tsv.flixster.tar.bz2
1151;Wikipedia links (eu);371025;8985762;True;119448;48.4375;http://konect.cc/files/download.tsv.wikipedia_link_eu.tar.bz2
1152;Twitter user–tag;705632;4664605;False;90362;13.2211;http://konect.cc/files/download.tsv.munmun_twitterex_ut.tar.bz2
1153;Dogster friends;451710;8543549;False;46503;37.8276;http://konect.cc/files/download.tsv.petster-dog-friend.tar.bz2
1154;Wikipedia edits (hy);767832;4977757;False;1084649;12.9657;http://konect.cc/files/download.tsv.edit-hywiki.tar.bz2
1155;TREC WT10g;1601787;8063026;True;25663;10.0675;http://konect.cc/files/download.tsv.trec-wt10g.tar.bz2
1156;Wikipedia links (bg);354062;9527823;True;82873;53.8201;http://konect.cc/files/download.tsv.wikipedia_link_bg.tar.bz2
1157;Wiktionary edits (zh);1347094;5276371;False;1728017;7.83371;http://konect.cc/files/download.tsv.edit-zhwiktionary.tar.bz2
1158;Wikipedia conflict;118100;2917785;False;136192;49.4121;http://konect.cc/files/download.tsv.wikiconflict.tar.bz2
1159;Wikipedia links (da);378375;9618862;True;74156;50.843;http://konect.cc/files/download.tsv.wikipedia_link_da.tar.bz2
1160;Wikipedia edits (el);465768;5286412;False;173073;22.6998;http://konect.cc/files/download.tsv.edit-elwiki.tar.bz2
1161;Wikipedia edits (th);712316;5320770;False;291419;14.9394;http://konect.cc/files/download.tsv.edit-thwiki.tar.bz2
1162;Wikipedia edits (eu);705324;5718362;False;1202258;16.2149;http://konect.cc/files/download.tsv.edit-euwiki.tar.bz2
1163;Wiktionary edits (pl);615519;5696069;False;1509126;18.5082;http://konect.cc/files/download.tsv.edit-plwiktionary.tar.bz2
1164;Wiktionary edits (de);725085;5776013;False;1419697;15.932;http://konect.cc/files/download.tsv.edit-dewiktionary.tar.bz2
1165;Wikipedia edits (sk);504318;5788725;False;265882;22.9566;http://konect.cc/files/download.tsv.edit-skwiki.tar.bz2
1166;Wikipedia edits (eo);542626;5775209;False;286394;21.2861;http://konect.cc/files/download.tsv.edit-eowiki.tar.bz2
1167;Eastern USA;3598623;8708058;True;18;4.83966;http://konect.cc/files/download.tsv.dimacs9-E.tar.bz2
1168;Wikipedia links (eo);412997;10424529;True;36584;50.4823;http://konect.cc/files/download.tsv.wikipedia_link_eo.tar.bz2
1169;Wikipedia links (bs);178413;11485895;True;18718;128.756;http://konect.cc/files/download.tsv.wikipedia_link_bs.tar.bz2
1170;Wikipedia edits (war);2877072;6145080;False;3013716;4.27176;http://konect.cc/files/download.tsv.edit-warwiki.tar.bz2
1171;Skitter;1696415;11095298;False;35455;13.0809;http://konect.cc/files/download.tsv.as-skitter.tar.bz2
1172;Wikipedia edits (bg);556885;6567352;False;263491;23.586;http://konect.cc/files/download.tsv.edit-bgwiki.tar.bz2
1173;Wikiquote edits (fr);2409110;6523303;False;1045775;5.41553;http://konect.cc/files/download.tsv.edit-frwikisource.tar.bz2
1174;Wikipedia talk (de);519403;6729794;True;395780;25.9136;http://konect.cc/files/download.tsv.wiki_talk_de.tar.bz2
1175;Wikiquote edits (en);2210887;6561379;False;916505;5.93552;http://konect.cc/files/download.tsv.edit-enwikisource.tar.bz2
1176;Amazon ratings;3376972;5838041;False;12217;3.45756;http://konect.cc/files/download.tsv.amazon-ratings.tar.bz2
1177;Higgs;456626;14855842;True;51388;65.0679;http://konect.cc/files/download.tsv.higgs-twitter-social.tar.bz2
1178;Wikipedia edits (da);839193;7838041;False;416836;18.6799;http://konect.cc/files/download.tsv.edit-dawiki.tar.bz2
1179;Discogs artist–genre;1754838;19033891;False;5837587;21.693;http://konect.cc/files/download.tsv.discogs_genre.tar.bz2
1180;Wikipedia links (kk);257226;15349731;True;75735;119.348;http://konect.cc/files/download.tsv.wikipedia_link_kk.tar.bz2
1181;Discogs;2025594;14414659;False;257360;14.2325;http://konect.cc/files/download.tsv.discogs_affiliation.tar.bz2
1182;Wikipedia links (he);387503;15082322;True;82925;77.8436;http://konect.cc/files/download.tsv.wikipedia_link_he.tar.bz2
1183;Catster/dogster friends;623754;13991746;False;80634;44.863;http://konect.cc/files/download.tsv.petster-catdog-friend.tar.bz2
1184;Wikipedia links (tr);544514;14703300;True;69205;54.0052;http://konect.cc/files/download.tsv.wikipedia_link_tr.tar.bz2
1185;Wiktionary edits (ru);1274165;8349235;False;1569395;13.1054;http://konect.cc/files/download.tsv.edit-ruwiktionary.tar.bz2
1186;DBLP;7577304;12282059;False;1386;3.2418;http://konect.cc/files/download.tsv.dblp-author.tar.bz2
1187;Wikipedia links (fi);684613;14658697;True;49838;42.8233;http://konect.cc/files/download.tsv.wikipedia_link_fi.tar.bz2
1188;Flickr links;1715255;15551250;False;27224;18.1329;http://konect.cc/files/download.tsv.flickr-links.tar.bz2
1189;Indian domain;1382867;13591473;False;21869;19.6569;http://konect.cc/files/download.tsv.dimacs10-in-2004.tar.bz2
1190;Hudong internal;1984484;14869484;True;61572;14.9857;http://konect.cc/files/download.tsv.zhishi-hudong-internallink.tar.bz2
1191;DBpedia;3966924;13820853;True;472799;6.96805;http://konect.cc/files/download.tsv.dbpedia-all.tar.bz2
1192;Catster/Dogster;623766;15699276;False;80637;50.3371;http://konect.cc/files/download.tsv.petster-carnivore.tar.bz2
1193;European Union domain;862664;16138468;False;68963;37.4154;http://konect.cc/files/download.tsv.dimacs10-eu-2005.tar.bz2
1194;MovieLens 10M;80555;10000054;False;34864;248.279;http://konect.cc/files/download.tsv.movielens-10m_rating.tar.bz2
1195;Wikipedia edits (ro);1798416;9945745;False;626575;11.0606;http://konect.cc/files/download.tsv.edit-rowiki.tar.bz2
1196;Baidu internal;2141300;17794839;True;97950;16.6206;http://konect.cc/files/download.tsv.zhishi-baidu-internallink.tar.bz2
1197;Western USA;6262104;15119284;True;18;4.82882;http://konect.cc/files/download.tsv.dimacs9-W.tar.bz2
1198;Wikipedia links (cs);655173;18516525;True;153573;56.5241;http://konect.cc/files/download.tsv.wikipedia_link_cs.tar.bz2
1199;US patents;3774768;16518947;True;793;8.7523;http://konect.cc/files/download.tsv.patentcite.tar.bz2
1200;YouTube;3223589;9375374;False;91751;5.81673;http://konect.cc/files/download.tsv.youtube-u-growth.tar.bz2
1201;Discogs artist–style;1618326;24085580;False;1109229;29.766;http://konect.cc/files/download.tsv.discogs_style.tar.bz2
1202;Wikipedia links (hy);557677;19197218;True;93188;68.8471;http://konect.cc/files/download.tsv.wikipedia_link_hy.tar.bz2
1203;Wikipedia edits (id);2308975;11441391;False;2117651;9.91036;http://konect.cc/files/download.tsv.edit-idwiki.tar.bz2
1204;Wikipedia links (no);759923;20546603;True;230472;54.0755;http://konect.cc/files/download.tsv.wikipedia_link_no.tar.bz2
1205;Wikipedia links (oc);96228;23312547;True;40758;484.527;http://konect.cc/files/download.tsv.wikipedia_link_oc.tar.bz2
1206;Libimseti.cz;220970;17359346;True;33389;157.119;http://konect.cc/files/download.tsv.libimseti.tar.bz2
1207;Hudong related;2452715;18854882;True;204287;15.3747;http://konect.cc/files/download.tsv.zhishi-hudong-relatedpages.tar.bz2
1208;Wikipedia edits (cs);1114389;12998902;False;995336;23.3292;http://konect.cc/files/download.tsv.edit-cswiki.tar.bz2
1209;Wikipedia edits (sr);1416821;13611993;False;3156467;19.2148;http://konect.cc/files/download.tsv.edit-srwiki.tar.bz2
1210;Wikipedia edits (fi);1225701;13557662;False;297040;22.1223;http://konect.cc/files/download.tsv.edit-fiwiki.tar.bz2
1211;Wikipedia edits (tr);1687395;13472951;False;533944;15.9689;http://konect.cc/files/download.tsv.edit-trwiki.tar.bz2
1212;Epinions;876252;13668320;False;162169;31.1972;http://konect.cc/files/download.tsv.epinions-rating.tar.bz2
1213;Wikipedia edits (ko);1614822;14237677;False;606874;17.6337;http://konect.cc/files/download.tsv.edit-kowiki.tar.bz2
1214;Wikipedia links (ms);362264;28260868;True;128292;156.024;http://konect.cc/files/download.tsv.wikipedia_link_ms.tar.bz2
1215;Wikipedia edits (no);1340021;15620508;False;945682;23.3138;http://konect.cc/files/download.tsv.edit-nowiki.tar.bz2
1216;Wikipedia edits (ceb);8486200;15072104;False;10915796;3.55214;http://konect.cc/files/download.tsv.edit-cebwiki.tar.bz2
1217;Wikipedia links (ko);772123;29371477;True;102338;76.0798;http://konect.cc/files/download.tsv.wikipedia_link_ko.tar.bz2
1218;Wikipedia edits (ca);1433726;17396142;False;993676;24.267;http://konect.cc/files/download.tsv.edit-cawiki.tar.bz2
1219;Wikipedia edits (hu);1280637;16945613;False;573160;26.4644;http://konect.cc/files/download.tsv.edit-huwiki.tar.bz2
1220;Last.fm bands;175069;19150868;False;183103;218.781;http://konect.cc/files/download.tsv.lastfm_band.tar.bz2
1221;Pokec;1632803;30622564;True;20518;37.5092;http://konect.cc/files/download.tsv.soc-pokec-relationships.tar.bz2
1222;Wikipedia edits (he);991424;17853031;False;593849;36.0149;http://konect.cc/files/download.tsv.edit-hewiki.tar.bz2
1223;Wikipedia edits (fa);3732366;17908113;False;2792428;9.59612;http://konect.cc/files/download.tsv.edit-fawiki.tar.bz2
1224;Last.fm songs;1085612;19150868;False;183103;35.2812;http://konect.cc/files/download.tsv.lastfm_song.tar.bz2
1225;Wikipedia links (ro);903416;32763547;True;139792;72.5326;http://konect.cc/files/download.tsv.wikipedia_link_ro.tar.bz2
1226;Wikipedia links (id);894470;38282192;True;108956;85.5975;http://konect.cc/files/download.tsv.wikipedia_link_id.tar.bz2
1227;Wikipedia edits (uk);2219329;18633506;False;1076090;16.792;http://konect.cc/files/download.tsv.edit-ukwiki.tar.bz2
1228;Actor collaborations;382219;33115812;False;16764;173.282;http://konect.cc/files/download.tsv.actor-collaboration.tar.bz2
1229;Wikipedia edits (ar);3153084;19770083;False;1616959;12.5402;http://konect.cc/files/download.tsv.edit-arwiki.tar.bz2
1230;Wikipedia links (war);2093450;38631915;True;1140084;36.9074;http://konect.cc/files/download.tsv.wikipedia_link_war.tar.bz2
1231;Wikipedia links (ca);926636;38966215;True;96201;84.1025;http://konect.cc/files/download.tsv.wikipedia_link_ca.tar.bz2
1232;Wikipedia dynamic (nl);1039252;20070561;True;108306;38.625;http://konect.cc/files/download.tsv.link-dynamic-nlwiki.tar.bz2
1233;Wiktionary edits (mg);4064239;22720139;False;17070942;11.1805;http://konect.cc/files/download.tsv.edit-mgwiktionary.tar.bz2
1234;Wiktionary edits (fr);3433145;23443737;False;6651016;13.6573;http://konect.cc/files/download.tsv.edit-frwiktionary.tar.bz2
1235;Central USA;14081816;33866826;True;16;4.81001;http://konect.cc/files/download.tsv.dimacs9-CTR.tar.bz2
1236;Wikipedia edits (vi);3585652;25286492;False;5902991;14.1043;http://konect.cc/files/download.tsv.edit-viwiki.tar.bz2
1237;Wikipedia talk (en);2987535;24981163;True;488182;16.7236;http://konect.cc/files/download.tsv.wiki_talk_en.tar.bz2
1238;Wikipedia links (hu);621511;46358909;True;193277;149.181;http://konect.cc/files/download.tsv.wikipedia_link_hu.tar.bz2
1239;Wikipedia links (es);3033373;46656045;True;275173;30.7618;http://konect.cc/files/download.tsv.wikipedia_link_es.tar.bz2
1240;Wikipedia dynamic (pl);1033050;25026208;True;262227;48.4511;http://konect.cc/files/download.tsv.link-dynamic-plwiki.tar.bz2
1241;Wikipedia links (vi);1372591;51077243;True;795757;74.4246;http://konect.cc/files/download.tsv.wikipedia_link_vi.tar.bz2
1242;LiveJournal links;5204176;49174464;False;15016;18.8981;http://konect.cc/files/download.tsv.livejournal-links.tar.bz2
1243;DBLP;1824701;29487744;False;7276;32.3206;http://konect.cc/files/download.tsv.dblp_coauthor.tar.bz2
1244;Wikipedia links (pt);1744781;57679728;True;225073;66.1169;http://konect.cc/files/download.tsv.wikipedia_link_pt.tar.bz2
1245;Wikipedia links (uk);1201408;59136839;True;180404;98.4459;http://konect.cc/files/download.tsv.wikipedia_link_uk.tar.bz2
1246;Reuters;1065176;96903520;False;345056;181.948;http://konect.cc/files/download.tsv.reuters.tar.bz2
1247;Wikipedia links (nl);2622756;59168169;True;900368;45.1191;http://konect.cc/files/download.tsv.wikipedia_link_nl.tar.bz2
1248;Wikipedia edits (pt);4784188;35846280;False;1088311;14.9853;http://konect.cc/files/download.tsv.edit-ptwiki.tar.bz2
1249;Wikipedia edits (sv);7751738;36357003;False;10345171;9.38035;http://konect.cc/files/download.tsv.edit-svwiki.tar.bz2
1250;Flickr;2302925;33140017;True;34174;28.7808;http://konect.cc/files/download.tsv.flickr-growth.tar.bz2
1251;Wikipedia edits (zh);5339125;36369331;False;2645976;13.6237;http://konect.cc/files/download.tsv.edit-zhwiki.tar.bz2
1252;Wikipedia links (ar);1073810;66458548;True;186314;123.781;http://konect.cc/files/download.tsv.wikipedia_link_ar.tar.bz2
1253;Wikipedia dynamic (it);1204009;34826283;True;140949;57.8505;http://konect.cc/files/download.tsv.link-dynamic-itwiki.tar.bz2
1254;Wikipedia links (fa);2105723;66969531;True;218975;63.6072;http://konect.cc/files/download.tsv.wikipedia_link_fa.tar.bz2
1255;NY Times;401388;99542125;False;108622;495.99;http://konect.cc/files/download.tsv.bag-nytimes.tar.bz2
1256;Wikipedia links (pl);1688608;70256468;True;386051;83.2123;http://konect.cc/files/download.tsv.wikipedia_link_pl.tar.bz2
1257;Full USA;23947347;57708624;True;18;4.81963;http://konect.cc/files/download.tsv.dimacs9-USA.tar.bz2
1258;Wikipedia edits (sh);4589850;40578944;False;20737217;17.682;http://konect.cc/files/download.tsv.edit-shwiki.tar.bz2
1259;Wikipedia links (zh);1786381;72614837;True;162403;81.2983;http://konect.cc/files/download.tsv.wikipedia_link_zh.tar.bz2
1260;Wikipedia edits (pl);2872213;40744770;False;1835021;28.3717;http://konect.cc/files/download.tsv.edit-plwiki.tar.bz2
1261;Zhishi;7827192;65905159;True;204292;16.8401;http://konect.cc/files/download.tsv.zhishi-all.tar.bz2
1262;LiveJournal;4846609;68475391;True;22887;28.257;http://konect.cc/files/download.tsv.soc-LiveJournal1.tar.bz2
1263;Wikipedia edits (nl);4021196;41592827;False;1438739;20.6868;http://konect.cc/files/download.tsv.edit-nlwiki.tar.bz2
1264;Wikipedia edits (ja);3570948;41998340;False;653275;23.5222;http://konect.cc/files/download.tsv.edit-jawiki.tar.bz2
1265;Wikipedia links (ceb);7891015;69540354;True;3636006;17.6252;http://konect.cc/files/download.tsv.wikipedia_link_ceb.tar.bz2
1266;Wikipedia growth (en);1870709;39953145;True;226577;42.7144;http://konect.cc/files/download.tsv.wikipedia-growth.tar.bz2
1267;Wiktionary edits (en);5892253;44788448;False;9741046;15.2025;http://konect.cc/files/download.tsv.edit-enwiktionary.tar.bz2
1268;Wikipedia links (ja);1767268;83202622;True;276101;94.1596;http://konect.cc/files/download.tsv.wikipedia_link_ja.tar.bz2
1269;Wikipedia links (ru);3370462;93373056;True;283929;55.4067;http://konect.cc/files/download.tsv.wikipedia_link_ru.tar.bz2
1270;Wikipedia links (de);3603726;96865851;True;434249;53.7587;http://konect.cc/files/download.tsv.wikipedia_link_de.tar.bz2
1271;Wikipedia links (sh);3924218;106265500;True;254555;54.1588;http://konect.cc/files/download.tsv.wikipedia_link_sh.tar.bz2
1272;TREC (disks 4–5);1729302;151632178;False;457437;175.368;http://konect.cc/files/download.tsv.gottron-trec.tar.bz2
1273;Wikipedia links (it);2148791;104719994;True;286603;97.4688;http://konect.cc/files/download.tsv.wikipedia_link_it.tar.bz2
1274;Wikipedia links (sv);6100692;106749786;True;2732819;34.996;http://konect.cc/files/download.tsv.wikipedia_link_sv.tar.bz2
1275;Wikipedia dynamic (fr);2212682;59008831;True;321458;53.3369;http://konect.cc/files/download.tsv.link-dynamic-frwiki.tar.bz2
1276;LiveJournal;10690276;112307385;False;1053676;21.0111;http://konect.cc/files/download.tsv.livejournal-groupmemberships.tar.bz2
1277;Wikipedia edits (ru);5746517;65690151;False;1172770;22.8626;http://konect.cc/files/download.tsv.edit-ruwiki.tar.bz2
1278;Wikipedia edits (it);5200968;67613396;False;1930504;26.0003;http://konect.cc/files/download.tsv.edit-itwiki.tar.bz2
1279;Wikipedia edits (es);6888897;67426422;False;1321626;19.5754;http://konect.cc/files/download.tsv.edit-eswiki.tar.bz2
1280;Stack Overflow;2601977;63497050;True;194806;48.8068;http://konect.cc/files/download.tsv.sx-stackoverflow.tar.bz2
1281;Orkut;3072441;117184899;False;33313;76.2813;http://konect.cc/files/download.tsv.orkut-links.tar.bz2
1282;Wikipedia links (fr);3333397;123709902;True;400784;74.2245;http://konect.cc/files/download.tsv.wikipedia_link_fr.tar.bz2
1283;Wikipedia links (sr);3175009;139586199;True;369567;87.9281;http://konect.cc/files/download.tsv.wikipedia_link_sr.tar.bz2
1284;Web trackers;40421974;140613762;False;11571952;6.95729;http://konect.cc/files/download.tsv.trackers-trackers.tar.bz2
1285;Wikipedia dynamic (de);2166669;86337879;True;394371;79.6964;http://konect.cc/files/download.tsv.link-dynamic-dewiki.tar.bz2
1286;DBpedia links;18268992;172183984;True;632558;18.8499;http://konect.cc/files/download.tsv.dbpedia-link.tar.bz2
1287;Wikipedia edits (fr);9628383;114683619;False;2510808;23.822;http://konect.cc/files/download.tsv.edit-frwiki.tar.bz2
1288;Wikipedia edits (de);6935516;129885939;False;1848003;37.4553;http://konect.cc/files/download.tsv.edit-dewiki.tar.bz2
1289;UK domain (2002);18483186;261787258;False;194955;28.3271;http://konect.cc/files/download.tsv.dimacs10-uk-2002.tar.bz2
1290;Orkut;11514053;327037487;False;318240;56.8067;http://konect.cc/files/download.tsv.orkut-groupmemberships.tar.bz2
1291;Yahoo songs;1625951;256804235;False;468366;315.882;http://konect.cc/files/download.tsv.yahoo-song.tar.bz2
1292;Wikipedia links (en);13593032;437217424;True;1033785;64.3296;http://konect.cc/files/download.tsv.wikipedia_link_en.tar.bz2
1293;PubMed;8341043;737869083;False;2323263;176.925;http://konect.cc/files/download.tsv.bag-pubmed.tar.bz2
1294;Delicious user–tag;5345180;301186579;False;4358622;112.695;http://konect.cc/files/download.tsv.delicious-ut.tar.bz2
1295;Delicious tag–item;38289740;301183605;False;4358622;15.7318;http://konect.cc/files/download.tsv.delicious-ti.tar.bz2
1296;Delicious user–item;34611302;301186579;False;143470;17.4039;http://konect.cc/files/download.tsv.delicious-ui.tar.bz2
1297;Wikipedia edits (en);50757442;572591272;False;5576228;22.5619;http://konect.cc/files/download.tsv.edit-enwiki.tar.bz2
1298;Twitter (WWW);41652230;1468365182;True;3081112;70.506;http://konect.cc/files/download.tsv.twitter.tar.bz2
1299;Twitter (MPI);52579682;1963263821;True;3691240;74.6777;http://konect.cc/files/download.tsv.twitter_mpi.tar.bz2
1300;Friendster;68349466;2586147869;True;7337;75.6743;http://konect.cc/files/download.tsv.friendster.tar.bz2
1301;UK domain (2007);105153952;3301876564;False;975419;62.8008;http://konect.cc/files/download.tsv.dimacs10-uk-2007-05.tar.bz2
